Opportunity_ID,Deal_Name,Account_Name,Sales_Rep,Region,Lead_Source,Stage,Amount_USD,Close_Date,Created_Date,Days_in_Stage,Product_Tier,Competitor_Mentioned,Loss_Reason,Is_Outlier,Sales_Cycle_Duration,Month_Created,Month_Closed,Quarter_Created,Quarter_Closed
OPP-10486,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,EMEA,Website,Closed Lost,4243.93,2024-11-03,2024-06-30,113,Basic,No,Internal Prioritization,False,126,2024-06,2024-11,2024Q2,2024Q4
OPP-10168,Deal for Evergreen Tech,Evergreen Tech,Alice Johnson,North America,Cold Call,Closed Lost,4393.48,2025-05-27,2025-04-05,39,Basic,Yes,Price,False,52,2025-04,2025-05,2025Q2,2025Q2
OPP-10828,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,APAC,Partner,Closed Lost,3021.67,2025-06-22,2024-08-17,137,Pro,Yes,Features,False,309,2024-08,2025-06,2024Q3,2025Q2
OPP-10447,Deal for GlobalTech,GlobalTech,Bob Williams,APAC,Social Media,Closed Lost,7511.95,2025-04-16,2024-12-28,109,Enterprise,Yes,Price,False,109,2024-12,2025-04,2024Q4,2025Q2
OPP-10139,Deal for Quantum Labs,Quantum Labs,Eve Davis,APAC,Social Media,Closed Lost,7190.63,2025-04-11,2025-02-21,49,Enterprise,Yes,Competitor,False,49,2025-02,2025-04,2025Q1,2025Q2
OPP-10739,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,EMEA,Social Media,Closed Lost,2696.62,2024-12-16,2024-10-20,57,Basic,No,Budget,False,57,2024-10,2024-12,2024Q4,2024Q4
OPP-10664,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,APAC,Cold Call,Closed Lost,7697.64,2025-02-22,2024-10-03,142,Enterprise,No,Features,False,142,2024-10,2025-02,2024Q4,2025Q1
OPP-10853,Deal for BrightSpark,BrightSpark,Eve Davis,APAC,Partner,Closed Lost,9626.33,2024-10-21,2024-08-02,61,Pro,Yes,Internal Prioritization,False,80,2024-08,2024-10,2024Q3,2024Q4
OPP-10440,Deal for InnovateCo,InnovateCo,Bob Williams,EMEA,Partner,Closed Lost,11973.16,2024-10-14,2024-06-05,112,Enterprise,No,Budget,False,131,2024-06,2024-10,2024Q2,2024Q4
OPP-10212,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,EMEA,Cold Call,Closed Lost,10563.82,2024-08-02,2024-06-28,19,Enterprise,No,Features,False,35,2024-06,2024-08,2024Q2,2024Q3
OPP-10531,Deal for Apex Solutions,Apex Solutions,Alice Johnson,EMEA,Referral,Closed Lost,3144.51,2025-01-12,2024-10-23,62,Basic,No,Price,False,81,2024-10,2025-01,2024Q4,2025Q1
OPP-10055,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,EMEA,Referral,Closed Lost,10584.7,2025-02-18,2024-09-26,145,Enterprise,Yes,Budget,False,145,2024-09,2025-02,2024Q3,2025Q1
OPP-10120,Deal for Prime Ventures,Prime Ventures,Bob Williams,EMEA,Referral,Closed Lost,6446.02,2025-04-03,2024-11-12,142,Enterprise,Yes,Budget,False,142,2024-11,2025-04,2024Q4,2025Q2
OPP-10528,Deal for Astra Dynamics,Astra Dynamics,Bob Williams,North America,Partner,Closed Lost,3600.36,2025-08-13,2025-04-25,95,Basic,Yes,Internal Prioritization,False,110,2025-04,2025-08,2025Q2,2025Q3
OPP-10025,Deal for Velocity Systems,Velocity Systems,Eve Davis,APAC,Partner,Closed Lost,9959.33,2025-04-19,2025-01-13,83,Pro,No,No Need,False,96,2025-01,2025-04,2025Q1,2025Q2
OPP-10072,Deal for Nexus Enterprises,Nexus Enterprises,Charlie Brown,North America,Event,Closed Lost,7270.01,2025-08-20,2025-05-09,103,Enterprise,Yes,No Need,False,103,2025-05,2025-08,2025Q2,2025Q3
OPP-10044,Deal for InnovateCo,InnovateCo,Eve Davis,APAC,Website,Closed Lost,10255.92,2024-12-25,2024-09-26,70,Enterprise,No,Competitor,False,90,2024-09,2024-12,2024Q3,2024Q4
OPP-10249,Deal for Zenith Global,Zenith Global,Alice Johnson,EMEA,Website,Closed Lost,6326.06,2025-04-06,2025-02-02,58,Pro,Yes,Features,False,63,2025-02,2025-04,2025Q1,2025Q2
OPP-10394,Deal for Horizon Digital,Horizon Digital,Charlie Brown,EMEA,Social Media,Closed Lost,2957.81,2025-04-24,2025-03-08,47,Basic,Yes,Price,False,47,2025-03,2025-04,2025Q1,2025Q2
OPP-10912,Deal for GlobalTech,GlobalTech,Eve Davis,APAC,Referral,Closed Lost,6114.55,2025-04-29,2025-01-07,112,Pro,Yes,Features,False,112,2025-01,2025-04,2025Q1,2025Q2
OPP-10898,Deal for OmniCorp,OmniCorp,Charlie Brown,APAC,Social Media,Closed Lost,5864.81,2024-07-11,2024-06-03,27,Pro,Yes,No Need,False,38,2024-06,2024-07,2024Q2,2024Q3
OPP-10745,Deal for Zenith Global,Zenith Global,Bob Williams,APAC,Referral,Closed Lost,7747.7,2025-08-05,2025-05-28,69,Pro,Yes,Competitor,False,69,2025-05,2025-08,2025Q2,2025Q3
OPP-10198,Deal for OmniCorp,OmniCorp,Diana Miller,North America,Partner,Closed Won,2784.02,2024-11-14,2024-07-07,115,Basic,No,NaN,False,130,2024-07,2024-11,2024Q3,2024Q4
OPP-10814,Deal for Prime Ventures,Prime Ventures,Bob Williams,APAC,Event,Closed Lost,2456.46,2025-05-04,2025-02-08,69,Enterprise,Yes,Price,False,85,2025-02,2025-05,2025Q1,2025Q2
OPP-10355,Deal for Velocity Systems,Velocity Systems,Bob Williams,North America,Referral,Closed Lost,5120.19,2025-07-02,2025-05-29,23,Basic,Yes,Budget,False,34,2025-05,2025-07,2025Q2,2025Q3
OPP-10323,Deal for Evergreen Tech,Evergreen Tech,Alice Johnson,APAC,Social Media,Closed Lost,11354.21,2025-08-07,2025-05-09,90,Enterprise,No,No Need,False,90,2025-05,2025-08,2025Q2,2025Q3
OPP-10874,Deal for SynergyCorp,SynergyCorp,Eve Davis,North America,Social Media,Closed Lost,3301.49,2025-01-04,2024-09-03,123,Basic,Yes,Price,False,123,2024-09,2025-01,2024Q3,2025Q1
OPP-10825,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,APAC,Partner,Closed Lost,2291.13,2025-05-12,2025-02-09,92,Pro,No,Timing,False,92,2025-02,2025-05,2025Q1,2025Q2
OPP-10235,Deal for Catalyst Group,Catalyst Group,Alice Johnson,APAC,Referral,Closed Won,3087.77,2025-09-18,2025-04-06,145,Pro,Yes,NaN,False,165,2025-04,2025-09,2025Q2,2025Q3
OPP-10578,Deal for Veridian Corp,Veridian Corp,Eve Davis,EMEA,Cold Call,Closed Lost,11785.83,2025-04-25,2025-02-26,58,Enterprise,No,Competitor,False,58,2025-02,2025-04,2025Q1,2025Q2
OPP-10945,Deal for Nexus Enterprises,Nexus Enterprises,Diana Miller,EMEA,Cold Call,Closed Lost,4367.56,2025-01-20,2024-09-30,112,Basic,Yes,Internal Prioritization,False,112,2024-09,2025-01,2024Q3,2025Q1
OPP-10939,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,APAC,Website,Closed Lost,1456.42,2025-01-29,2024-11-17,73,Basic,Yes,Internal Prioritization,False,73,2024-11,2025-01,2024Q4,2025Q1
OPP-10903,Deal for Veridian Corp,Veridian Corp,Alice Johnson,EMEA,Social Media,Closed Lost,3450.07,2025-07-23,2025-05-29,49,Basic,Yes,Features,False,55,2025-05,2025-07,2025Q2,2025Q3
OPP-10299,Deal for Quantum Labs,Quantum Labs,Bob Williams,North America,Social Media,Closed Lost,1876.64,2024-11-10,2024-09-03,68,Pro,Yes,Competitor,False,68,2024-09,2024-11,2024Q3,2024Q4
OPP-10060,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,North America,Event,Closed Lost,7304.96,2025-10-02,2025-05-20,127,Pro,Yes,No Need,False,135,2025-05,2025-10,2025Q2,2025Q4
OPP-10327,Deal for Catalyst Group,Catalyst Group,Diana Miller,North America,Social Media,Closed Won,3169.36,2025-06-18,2024-12-29,151,Pro,Yes,NaN,False,171,2024-12,2025-06,2024Q4,2025Q2
OPP-10527,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,EMEA,Referral,Closed Lost,5184.05,2025-07-24,2025-02-24,144,Pro,No,Competitor,False,150,2025-02,2025-07,2025Q1,2025Q3
OPP-10599,Deal for OmniCorp,OmniCorp,Diana Miller,APAC,Event,Closed Lost,9276.12,2024-12-19,2024-08-11,111,Pro,Yes,Features,False,130,2024-08,2024-12,2024Q3,2024Q4
OPP-10541,Deal for BrightSpark,BrightSpark,Eve Davis,APAC,Cold Call,Closed Lost,10738.08,2025-03-06,2025-01-19,29,Enterprise,No,Budget,False,46,2025-01,2025-03,2025Q1,2025Q1
OPP-10649,Deal for Zenith Global,Zenith Global,Alice Johnson,North America,Cold Call,Closed Lost,5773.8,2025-03-05,2024-11-24,101,Pro,No,Timing,False,101,2024-11,2025-03,2024Q4,2025Q1
OPP-10770,Deal for Velocity Systems,Velocity Systems,Charlie Brown,EMEA,Social Media,Closed Lost,3597.3,2024-12-23,2024-09-09,105,Basic,No,No Need,False,105,2024-09,2024-12,2024Q3,2024Q4
OPP-10596,Deal for Quantum Labs,Quantum Labs,Alice Johnson,North America,Partner,Closed Lost,1356.77,2024-09-29,2024-07-05,86,Basic,Yes,No Need,False,86,2024-07,2024-09,2024Q3,2024Q3
OPP-10542,Deal for Quantum Labs,Quantum Labs,Eve Davis,APAC,Website,Closed Lost,8430.41,2024-10-24,2024-09-03,51,Enterprise,No,Price,False,51,2024-09,2024-10,2024Q3,2024Q4
OPP-10781,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,APAC,Referral,Closed Lost,2700.03,2025-01-22,2024-09-06,138,Basic,No,No Need,False,138,2024-09,2025-01,2024Q3,2025Q1
OPP-10305,Deal for Horizon Digital,Horizon Digital,Charlie Brown,EMEA,Event,Closed Lost,11748.66,2025-05-13,2025-03-02,61,Enterprise,Yes,Internal Prioritization,False,72,2025-03,2025-05,2025Q1,2025Q2
OPP-10318,Deal for Velocity Systems,Velocity Systems,Alice Johnson,APAC,Partner,Closed Lost,7154.54,2025-04-25,2025-03-26,30,Pro,Yes,Budget,False,30,2025-03,2025-04,2025Q1,2025Q2
OPP-10481,Deal for Prime Ventures,Prime Ventures,Bob Williams,APAC,Partner,Closed Lost,1847.19,2024-11-29,2024-10-09,40,Enterprise,Yes,Internal Prioritization,False,51,2024-10,2024-11,2024Q4,2024Q4
OPP-10493,Deal for Veridian Corp,Veridian Corp,Diana Miller,North America,Partner,Closed Lost,2710.17,2024-09-11,2024-07-25,39,Pro,No,Budget,False,48,2024-07,2024-09,2024Q3,2024Q3
OPP-10265,Deal for Nexus Enterprises,Nexus Enterprises,Bob Williams,EMEA,Event,Closed Lost,5305.24,2024-11-26,2024-09-01,86,Basic,Yes,Features,False,86,2024-09,2024-11,2024Q3,2024Q4
OPP-10110,Deal for Velocity Systems,Velocity Systems,Alice Johnson,North America,Cold Call,Closed Lost,13108.12,2025-02-03,2024-10-27,99,Enterprise,Yes,Timing,False,99,2024-10,2025-02,2024Q4,2025Q1
OPP-10468,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,APAC,Social Media,Closed Lost,4291.89,2024-11-03,2024-08-09,86,Pro,No,Features,False,86,2024-08,2024-11,2024Q3,2024Q4
OPP-10736,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,APAC,Cold Call,Closed Lost,2202.56,2025-01-11,2024-09-29,104,Basic,Yes,Features,False,104,2024-09,2025-01,2024Q3,2025Q1
OPP-10525,Deal for Nexus Enterprises,Nexus Enterprises,Bob Williams,APAC,Cold Call,Closed Lost,6396.78,2024-10-08,2024-06-12,118,Enterprise,Yes,Features,False,118,2024-06,2024-10,2024Q2,2024Q4
OPP-10256,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,EMEA,Website,Closed Lost,4458.63,2025-05-30,2025-03-13,59,Pro,Yes,Timing,False,78,2025-03,2025-05,2025Q1,2025Q2
OPP-10260,Deal for Pioneer Systems,Pioneer Systems,Bob Williams,North America,Partner,Closed Lost,620.51,2025-07-15,2025-04-17,89,Basic,Yes,Internal Prioritization,False,89,2025-04,2025-07,2025Q2,2025Q3
OPP-10544,Deal for InnovateCo,InnovateCo,Alice Johnson,APAC,Partner,Closed Lost,653.23,2025-01-18,2024-10-16,80,Basic,No,Features,False,94,2024-10,2025-01,2024Q4,2025Q1
OPP-10405,Deal for Prime Ventures,Prime Ventures,Charlie Brown,APAC,Social Media,Closed Lost,5167.81,2025-05-31,2025-01-19,121,Basic,No,Budget,False,132,2025-01,2025-05,2025Q1,2025Q2
OPP-10428,Deal for Evergreen Tech,Evergreen Tech,Charlie Brown,North America,Partner,Closed Lost,2147.73,2025-05-22,2025-03-14,63,Pro,Yes,Competitor,False,69,2025-03,2025-05,2025Q1,2025Q2
OPP-10628,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,North America,Referral,Closed Lost,3466.91,2025-05-03,2025-03-29,25,Basic,No,Internal Prioritization,False,35,2025-03,2025-05,2025Q1,2025Q2
OPP-10501,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,EMEA,Social Media,Closed Lost,4699.24,2024-10-03,2024-09-01,15,Enterprise,No,No Need,False,32,2024-09,2024-10,2024Q3,2024Q4
OPP-10432,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,North America,Event,Closed Lost,3668.84,2025-05-23,2025-03-19,65,Enterprise,Yes,Internal Prioritization,False,65,2025-03,2025-05,2025Q1,2025Q2
OPP-10731,Deal for GlobalTech,GlobalTech,Eve Davis,APAC,Social Media,Closed Lost,3554.62,2025-02-06,2024-11-28,70,Basic,No,Timing,False,70,2024-11,2025-02,2024Q4,2025Q1
OPP-10137,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,APAC,Referral,Closed Lost,7019.86,2024-07-31,2024-06-14,47,Pro,No,Budget,False,47,2024-06,2024-07,2024Q2,2024Q3
OPP-10357,Deal for Nexus Enterprises,Nexus Enterprises,Charlie Brown,APAC,Social Media,Closed Lost,10766.36,2025-06-27,2025-02-15,132,Pro,No,Timing,False,132,2025-02,2025-06,2025Q1,2025Q2
OPP-10928,Deal for Nexus Enterprises,Nexus Enterprises,Diana Miller,EMEA,Cold Call,Closed Lost,2717.26,2024-11-20,2024-07-19,115,Basic,Yes,Internal Prioritization,False,124,2024-07,2024-11,2024Q3,2024Q4
OPP-10221,Deal for GlobalTech,GlobalTech,Eve Davis,APAC,Cold Call,Closed Lost,1793.49,2025-06-06,2025-04-17,43,Pro,No,No Need,False,50,2025-04,2025-06,2025Q2,2025Q2
OPP-10753,Deal for Horizon Digital,Horizon Digital,Charlie Brown,EMEA,Social Media,Closed Lost,3999.28,2024-12-14,2024-09-13,92,Basic,No,Competitor,False,92,2024-09,2024-12,2024Q3,2024Q4
OPP-10594,Deal for SynergyCorp,SynergyCorp,Alice Johnson,EMEA,Partner,Closed Lost,1599.96,2025-09-05,2025-05-10,104,Pro,Yes,Competitor,False,118,2025-05,2025-09,2025Q2,2025Q3
OPP-10557,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,EMEA,Website,Closed Lost,2113.96,2025-05-03,2025-01-05,104,Basic,No,Budget,False,118,2025-01,2025-05,2025Q1,2025Q2
OPP-10363,Deal for InnovateCo,InnovateCo,Bob Williams,EMEA,Cold Call,Closed Lost,3387.19,2024-07-10,2024-06-02,18,Enterprise,No,Timing,False,38,2024-06,2024-07,2024Q2,2024Q3
OPP-10523,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,North America,Website,Closed Lost,812.94,2025-08-01,2025-03-27,113,Basic,Yes,Features,False,127,2025-03,2025-08,2025Q1,2025Q3
OPP-10208,Deal for Zenith Global,Zenith Global,Diana Miller,North America,Event,Closed Lost,1667.35,2025-05-30,2025-02-03,116,Pro,Yes,Timing,False,116,2025-02,2025-05,2025Q1,2025Q2
OPP-10778,Deal for GlobalTech,GlobalTech,Charlie Brown,North America,Referral,Closed Lost,6431.06,2024-12-10,2024-09-04,81,Pro,No,Price,False,97,2024-09,2024-12,2024Q3,2024Q4
OPP-10334,Deal for GlobalTech,GlobalTech,Charlie Brown,North America,Event,Closed Lost,2112.39,2025-05-08,2025-03-01,68,Pro,Yes,Budget,False,68,2025-03,2025-05,2025Q1,2025Q2
OPP-10210,Deal for Apex Solutions,Apex Solutions,Diana Miller,North America,Website,Closed Lost,3763.8,2025-03-08,2025-01-27,23,Pro,No,No Need,False,40,2025-01,2025-03,2025Q1,2025Q1
OPP-10350,Deal for GlobalTech,GlobalTech,Charlie Brown,North America,Website,Closed Lost,4235.37,2025-09-16,2025-05-12,116,Pro,No,Features,False,127,2025-05,2025-09,2025Q2,2025Q3
OPP-10078,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,EMEA,Cold Call,Closed Lost,12870.74,2025-03-11,2024-10-23,130,Enterprise,Yes,Timing,False,139,2024-10,2025-03,2024Q4,2025Q1
OPP-10029,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,APAC,Social Media,Closed Lost,2898.04,2025-05-04,2024-12-19,123,Basic,Yes,No Need,False,136,2024-12,2025-05,2024Q4,2025Q2
OPP-10280,Deal for GlobalTech,GlobalTech,Diana Miller,APAC,Partner,Closed Lost,4119.92,2025-02-03,2024-12-19,28,Enterprise,Yes,Internal Prioritization,False,46,2024-12,2025-02,2024Q4,2025Q1
OPP-10507,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,North America,Event,Closed Lost,1408.68,2024-11-17,2024-07-21,111,Basic,Yes,Timing,False,119,2024-07,2024-11,2024Q3,2024Q4
OPP-10652,Deal for Elite Dynamics,Elite Dynamics,Charlie Brown,APAC,Website,Closed Lost,16962.91,2025-07-10,2025-02-23,137,Enterprise,Yes,No Need,True,137,2025-02,2025-07,2025Q1,2025Q3
OPP-10946,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,North America,Event,Closed Lost,7333.64,2024-12-05,2024-06-19,154,Pro,Yes,No Need,False,169,2024-06,2024-12,2024Q2,2024Q4
OPP-10289,Deal for Apex Solutions,Apex Solutions,Eve Davis,APAC,Social Media,Closed Lost,2222.15,2024-11-24,2024-07-05,142,Basic,Yes,No Need,False,142,2024-07,2024-11,2024Q3,2024Q4
OPP-10165,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,APAC,Referral,Closed Lost,11474.87,2024-09-03,2024-07-24,41,Pro,No,Price,False,41,2024-07,2024-09,2024Q3,2024Q3
OPP-10761,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,EMEA,Social Media,Closed Lost,3055.01,2025-06-27,2025-04-12,57,Basic,No,Features,False,76,2025-04,2025-06,2025Q2,2025Q2
OPP-10497,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,APAC,Referral,Closed Lost,3105.48,2025-03-17,2025-01-21,55,Pro,No,Budget,False,55,2025-01,2025-03,2025Q1,2025Q1
OPP-10462,Deal for Prime Ventures,Prime Ventures,Eve Davis,EMEA,Cold Call,Closed Lost,7447.88,2025-02-18,2024-12-24,39,Enterprise,Yes,No Need,False,56,2024-12,2025-02,2024Q4,2025Q1
OPP-10065,Deal for GlobalTech,GlobalTech,Alice Johnson,APAC,Social Media,Closed Lost,8440.09,2025-09-20,2025-05-26,101,Enterprise,Yes,No Need,False,117,2025-05,2025-09,2025Q2,2025Q3
OPP-10141,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,North America,Event,Closed Lost,4268.94,2025-03-25,2025-01-05,60,Enterprise,Yes,Price,False,79,2025-01,2025-03,2025Q1,2025Q1
OPP-10275,Deal for Elevate Solutions,Elevate Solutions,Diana Miller,APAC,Cold Call,Closed Lost,8060.87,2025-03-01,2024-12-29,62,Enterprise,Yes,Competitor,False,62,2024-12,2025-03,2024Q4,2025Q1
OPP-10951,Deal for Pioneer Systems,Pioneer Systems,Eve Davis,APAC,Partner,Closed Lost,7521.18,2025-01-09,2024-10-24,61,Pro,No,Timing,False,77,2024-10,2025-01,2024Q4,2025Q1
OPP-10582,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,EMEA,Event,Closed Lost,4379.95,2025-05-26,2025-04-14,28,Basic,Yes,Features,False,42,2025-04,2025-05,2025Q2,2025Q2
OPP-10464,Deal for Apex Solutions,Apex Solutions,Diana Miller,North America,Website,Closed Lost,2194.65,2025-06-20,2024-12-28,161,Basic,No,Price,False,174,2024-12,2025-06,2024Q4,2025Q2
OPP-10668,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,North America,Cold Call,Closed Lost,4613.27,2024-09-10,2024-07-20,40,Basic,No,Internal Prioritization,False,52,2024-07,2024-09,2024Q3,2024Q3
OPP-10319,Deal for SynergyCorp,SynergyCorp,Alice Johnson,North America,Event,Closed Lost,10782.44,2025-01-07,2024-10-23,59,Enterprise,No,Internal Prioritization,False,76,2024-10,2025-01,2024Q4,2025Q1
OPP-10715,Deal for Elevate Solutions,Elevate Solutions,Bob Williams,North America,Referral,Closed Lost,10604.6,2025-07-19,2025-03-20,121,Enterprise,Yes,No Need,False,121,2025-03,2025-07,2025Q1,2025Q3
OPP-10306,Deal for GlobalTech,GlobalTech,Charlie Brown,North America,Cold Call,Closed Lost,5867.66,2024-12-20,2024-08-16,126,Pro,Yes,Competitor,False,126,2024-08,2024-12,2024Q3,2024Q4
OPP-10307,Deal for InnovateCo,InnovateCo,Alice Johnson,EMEA,Referral,Closed Lost,7796.81,2025-05-07,2024-12-29,113,Pro,No,Features,False,129,2024-12,2025-05,2024Q4,2025Q2
OPP-10824,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,APAC,Cold Call,Closed Lost,2907.51,2025-06-06,2025-03-18,80,Basic,No,Price,False,80,2025-03,2025-06,2025Q1,2025Q2
OPP-10333,Deal for Veridian Corp,Veridian Corp,Diana Miller,EMEA,Event,Closed Lost,4696.68,2025-05-11,2025-02-19,66,Pro,Yes,Price,False,81,2025-02,2025-05,2025Q1,2025Q2
OPP-10049,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,EMEA,Event,Closed Lost,8800.27,2025-04-25,2025-03-10,26,Pro,Yes,Timing,False,46,2025-03,2025-04,2025Q1,2025Q2
OPP-10730,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,EMEA,Website,Closed Lost,7685.14,2025-02-12,2024-10-06,112,Pro,No,Internal Prioritization,False,129,2024-10,2025-02,2024Q4,2025Q1
OPP-10002,Deal for Veridian Corp,Veridian Corp,Eve Davis,EMEA,Partner,Closed Lost,629.35,2025-09-04,2025-04-18,139,Basic,Yes,Features,False,139,2025-04,2025-09,2025Q2,2025Q3
OPP-10785,Deal for Horizon Digital,Horizon Digital,Alice Johnson,APAC,Referral,Closed Lost,5795.55,2025-09-02,2025-04-10,133,Enterprise,No,Competitor,False,145,2025-04,2025-09,2025Q2,2025Q3
OPP-10352,Deal for OmniCorp,OmniCorp,Bob Williams,EMEA,Website,Closed Lost,4156.38,2024-10-05,2024-07-04,85,Basic,No,Features,False,93,2024-07,2024-10,2024Q3,2024Q4
OPP-10908,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,APAC,Event,Closed Lost,6923.29,2024-12-30,2024-09-27,83,Pro,Yes,Features,False,94,2024-09,2024-12,2024Q3,2024Q4
OPP-10538,Deal for Elevate Solutions,Elevate Solutions,Charlie Brown,EMEA,Referral,Closed Lost,5399.69,2024-09-25,2024-08-11,45,Enterprise,No,Budget,False,45,2024-08,2024-09,2024Q3,2024Q3
OPP-10346,Deal for Horizon Digital,Horizon Digital,Eve Davis,APAC,Referral,Closed Lost,4337.59,2024-12-10,2024-08-27,93,Basic,No,Features,False,105,2024-08,2024-12,2024Q3,2024Q4
OPP-10999,Deal for Veridian Corp,Veridian Corp,Alice Johnson,APAC,Event,Closed Lost,6928.15,2024-12-08,2024-09-01,86,Pro,Yes,Internal Prioritization,False,98,2024-09,2024-12,2024Q3,2024Q4
OPP-10483,Deal for Nexus Enterprises,Nexus Enterprises,Charlie Brown,APAC,Event,Closed Lost,2364.34,2025-06-28,2025-05-02,38,Basic,Yes,Features,False,57,2025-05,2025-06,2025Q2,2025Q2
OPP-10660,Deal for GlobalTech,GlobalTech,Eve Davis,EMEA,Cold Call,Closed Lost,13648.28,2025-01-24,2024-11-29,47,Enterprise,No,Budget,False,56,2024-11,2025-01,2024Q4,2025Q1
OPP-10033,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,North America,Event,Closed Lost,4631.5,2025-05-11,2025-02-15,85,Pro,Yes,Features,False,85,2025-02,2025-05,2025Q1,2025Q2
OPP-10031,Deal for Catalyst Group,Catalyst Group,Eve Davis,North America,Event,Closed Lost,10278.03,2024-09-17,2024-07-29,50,Enterprise,No,Competitor,False,50,2024-07,2024-09,2024Q3,2024Q3
OPP-10231,Deal for Catalyst Group,Catalyst Group,Charlie Brown,EMEA,Partner,Closed Lost,2835.63,2025-01-17,2024-12-01,47,Basic,Yes,Timing,False,47,2024-12,2025-01,2024Q4,2025Q1
OPP-10751,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,EMEA,Referral,Closed Lost,2010.6,2024-08-07,2024-07-08,30,Enterprise,Yes,Features,False,30,2024-07,2024-08,2024Q3,2024Q3
OPP-10192,Deal for Zenith Global,Zenith Global,Alice Johnson,EMEA,Referral,Closed Lost,7724.89,2025-10-13,2025-05-16,150,Enterprise,Yes,Competitor,False,150,2025-05,2025-10,2025Q2,2025Q4
OPP-10513,Deal for Fusion Innovations,Fusion Innovations,Diana Miller,EMEA,Event,Closed Lost,4548.52,2024-11-12,2024-06-27,138,Basic,No,Internal Prioritization,False,138,2024-06,2024-11,2024Q2,2024Q4
